Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
gi|10313991|ref|NC_002549.1|_1720/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1721/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1722/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1723/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1724/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1725/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1726/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1727/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1728/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1729/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1730/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1731/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1732/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1733/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1734/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1735/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1736/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1737/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1738/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1739/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1740/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1741/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1742/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1743/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1744/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1745/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1746/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1747/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1748/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1749/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1750/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1751/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1752/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1753/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1754/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1755/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1756/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1757/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1758/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1759/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1760/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1761/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1762/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1763/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1764/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1765/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1766/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1767/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1768/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1769/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1770/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1771/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1772/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1773/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1774/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1775/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1776/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1777/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1778/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1779/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1780/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1781/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1782/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1783/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1784/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1785/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1786/2,301,0,NA,0,NA,0,0
gi|10313991|ref|NC_002549.1|_1787/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1788/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1789/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1790/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1791/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1792/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1793/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1794/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1795/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1796/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1797/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1798/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1799/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1800/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1801/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1802/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1803/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1804/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1805/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1806/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1807/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1808/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1809/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1810/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1811/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1812/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1813/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1814/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1815/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1816/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1817/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1818/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1819/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1820/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1821/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1822/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1823/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1824/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1825/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1826/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1827/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1828/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1829/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1830/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1831/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1832/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1833/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1834/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1835/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1836/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1837/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1838/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1839/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1840/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1841/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1842/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1843/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1844/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1845/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1846/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1847/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1848/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1849/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1850/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1851/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1852/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1853/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1854/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1855/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1856/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1857/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1858/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1859/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1860/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1861/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1862/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1863/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1864/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1865/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1866/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1867/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1868/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1869/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1870/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1871/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1872/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1873/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1874/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1875/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1876/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1877/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1878/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1879/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1880/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1881/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1882/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1883/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1884/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1885/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1886/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1887/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1888/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1889/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1890/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1891/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1892/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1893/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1894/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1895/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1896/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1897/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1898/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1899/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1900/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1901/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1902/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1903/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1904/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1905/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1906/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1907/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1908/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1909/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1910/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1911/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1912/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1913/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1914/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1915/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1916/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1917/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1918/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1919/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1920/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1921/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1922/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1923/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1924/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1925/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1926/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1927/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1928/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1929/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1930/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1931/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1932/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1933/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1934/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1935/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1936/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1937/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1938/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1939/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1940/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1941/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1942/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1943/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1944/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1945/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1946/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1947/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1948/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1949/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1950/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1951/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1952/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1953/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1954/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1955/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1956/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1957/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1958/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1959/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1960/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1961/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1962/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1963/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1964/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1965/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1966/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1967/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1968/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1969/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1970/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1971/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1972/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_1973/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1974/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1975/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1976/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1977/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1978/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1979/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1980/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1981/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1982/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1983/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1984/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1985/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1986/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1987/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1988/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1989/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1990/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1991/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1992/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1993/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1994/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1995/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1996/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_1997/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1998/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_1999/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2000/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2001/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2002/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2003/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2004/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2005/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2006/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2007/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2008/2,301,0.00363636,3052462,1,NA,0,1
gi|10313991|ref|NC_002549.1|_2009/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2010/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2011/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2012/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2013/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2014/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2015/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2016/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2017/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2018/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2019/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2020/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2021/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2022/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2023/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2024/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2025/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2026/2,301,0.0109091,3052462,3,NA,0,1
gi|10313991|ref|NC_002549.1|_2027/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2028/2,301,0.00727273,3052462,2,NA,0,1
gi|10313991|ref|NC_002549.1|_2029/2,301,0.00727273,3052462,2,NA,0,1
